"REF_DATE","GEO","DGUID","Supply and disposition","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-05","British Columbia","2016A000259","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638587","11.2.2","162665.5","","","","1"
"2018-05","British Columbia","2016A000259","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638588","11.3.1","1158.0","","","","1"
"2018-05","British Columbia","2016A000259","Imports","Gigajoules","Gigajoules","143","thousands","3","v107638589","11.3.2","48.0","","","","1"
"2018-05","British Columbia","2016A000259","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638590","11.4.1","65680.0","","","","1"
"2018-05","British Columbia","2016A000259","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638591","11.4.2","2696.7","","","","1"
"2018-05","British Columbia","2016A000259","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638592","11.5.1","479812.0","","","","1"
"2018-05","British Columbia","2016A000259","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638593","11.5.2","19826.7","","","","1"
"2018-05","British Columbia","2016A000259","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638594","11.6.1","55208.0","","","","1"
"2018-05","British Columbia","2016A000259","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638595","11.6.2","2265.9","","","","1"
"2018-05","British Columbia","2016A000259","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638596","11.7.1","2878567.0","","","","1"
"2018-05","British Columbia","2016A000259","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638597","11.7.2","114744.1","","","","1"
"2018-05","British Columbia","2016A000259","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107638598","11.8.1","619290.5","","","","1"
"2018-05","British Columbia","2016A000259","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107638599","11.8.2","23650.7","","","","1"
"2018-05","British Columbia","2016A000259","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638600","11.9.1","896360.7","","","","1"
"2018-05","British Columbia","2016A000259","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107638601","11.9.2","35209.0","","","","1"
"2018-05","British Columbia","2016A000259","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107638602","11.10.1","277070.1","","","","1"
"2018-05","British Columbia","2016A000259","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107638603","11.10.2","11558.3","","","","1"
"2018-05","Northwest Territories","2016A000261","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638604","12.1.1","","x","","","1"
"2018-05","Northwest Territories","2016A000261","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638605","12.1.2","","x","","","1"
"2018-05","Northwest Territories","2016A000261","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638606","12.2.1","251.2","","","","1"
"2018-05","Northwest Territories","2016A000261","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638607","12.2.2","9.9","","","","1"
"2018-05","Northwest Territories","2016A000261","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v1431528921","12.4.1","122.0","","","","1"
"2018-05","Northwest Territories","2016A000261","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v1431528923","12.4.2","4.6","","","","1"
"2018-05","Northwest Territories","2016A000261","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638608","12.5.1","77.2","","","","1"
"2018-05","Northwest Territories","2016A000261","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638609","12.5.2","3.0","","","","1"
"2018-05","Northwest Territories","2016A000261","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v1431528922","12.6.1","52.0","","","","1"
"2018-05","Northwest Territories","2016A000261","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v1431528924","12.6.2","2.0","","","","1"
"2018-05","Yukon","2016A000260","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638610","13.1.1","","x","","","1"
"2018-05","Yukon","2016A000260","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638611","13.1.2","","x","","","1"
"2018-05","Yukon","2016A000260","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638612","13.2.1","0.0","","","","1"
"2018-05","Yukon","2016A000260","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638613","13.2.2","0.0","","","","1"
"2018-06","Canada","2016A000011124","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638454","1.1.1","16281568.2","","","","1"
"2018-06","Canada","2016A000011124","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638455","1.1.2","637749.0","","","","1"
"2018-06","Canada","2016A000011124","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638456","1.2.1","14130132.4","","","","1"
"2018-06","Canada","2016A000011124","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638457","1.2.2","572667.0","","","","1"
"2018-06","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638458","1.3.1","2056884.0","","","","1"
"2018-06","Canada","2016A000011124","Imports","Gigajoules","Gigajoules","143","thousands","3","v107638459","1.3.2","80235.1","","","","1"
"2018-06","Canada","2016A000011124","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638460","1.4.1","479095.0","","","","1"
"2018-06","Canada","2016A000011124","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638461","1.4.2","18798.8","","","","1"
"2018-06","Canada","2016A000011124","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638462","1.5.1","6335568.4","","","","1"
"2018-06","Canada","2016A000011124","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638463","1.5.2","251610.2","","","","1"
"2018-06","Canada","2016A000011124","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638464","1.6.1","512598.0","","","","1"
"2018-06","Canada","2016A000011124","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638465","1.6.2","20019.9","","","","1"
"2018-06","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638466","1.7.1","6293816.0","","","","1"
"2018-06","Canada","2016A000011124","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638467","1.7.2","252352.5","","","","1"
"2018-06","Canada","2016A000011124","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107638468","1.8.1","16149711.2","","","","1"
"2018-06","Canada","2016A000011124","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107638469","1.8.2","632379.3","","","","1"
"2018-06","Canada","2016A000011124","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638470","1.9.1","18114945.0","","","","1"
"2018-06","Canada","2016A000011124","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107638471","1.9.2","709456.2","","","","1"
"2018-06","Canada","2016A000011124","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107638472","1.10.1","1965233.8","","","","1"
"2018-06","Canada","2016A000011124","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107638473","1.10.2","77076.8","","","","1"
"2018-06","Newfoundland and Labrador","2016A000210","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638474","2.1.1","","x","","","1"
"2018-06","Newfoundland and Labrador","2016A000210","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638475","2.1.2","","x","","","1"
"2018-06","Nova Scotia","2016A000212","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638476","4.1.1","57029.0","","","","1"
"2018-06","Nova Scotia","2016A000212","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638477","4.1.2","2233.8","","","","1"
"2018-06","Nova Scotia","2016A000212","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638478","4.2.1","47439.0","","","","1"
"2018-06","Nova Scotia","2016A000212","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638479","4.2.2","1859.6","","","","1"
"2018-06","Nova Scotia","2016A000212","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638480","4.4.1","264.0","","","","1"
"2018-06","Nova Scotia","2016A000212","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638481","4.4.2","10.3","","","","1"
"2018-06","Nova Scotia","2016A000212","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638482","4.5.1","52711.0","","","","1"
"2018-06","Nova Scotia","2016A000212","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638483","4.5.2","2066.3","","","","1"
"2018-06","Nova Scotia","2016A000212","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638484","4.6.1","9582.0","","","","1"
"2018-06","Nova Scotia","2016A000212","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638485","4.6.2","375.6","","","","1"
"2018-06","New Brunswick","2016A000213","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638486","5.1.1","0.0","","","","1"
"2018-06","New Brunswick","2016A000213","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638487","5.1.2","0.0","","","","1"
"2018-06","New Brunswick","2016A000213","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638488","5.2.1","0.0","","","","1"
"2018-06","New Brunswick","2016A000213","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638489","5.2.2","0.0","","","","1"
"2018-06","New Brunswick","2016A000213","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638490","5.3.1","77228.0","","","","1"
"2018-06","New Brunswick","2016A000213","Imports","Gigajoules","Gigajoules","143","thousands","3","v107638491","5.3.2","3027.3","","","","1"
"2018-06","New Brunswick","2016A000213","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638492","5.4.1","340.0","","","","1"
"2018-06","New Brunswick","2016A000213","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638493","5.4.2","13.0","","","","1"
"2018-06","New Brunswick","2016A000213","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638494","5.5.1","15997.0","","","","1"
"2018-06","New Brunswick","2016A000213","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638495","5.5.2","624.0","","","","1"
"2018-06","New Brunswick","2016A000213","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638496","5.6.1","2134.0","","","","1"
"2018-06","New Brunswick","2016A000213","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638497","5.6.2","81.8","","","","1"
"2018-06","New Brunswick","2016A000213","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638498","5.7.1","9231.0","","","","1"
"2018-06","New Brunswick","2016A000213","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638499","5.7.2","350.8","","","","1"
"2018-06","Quebec","2016A000224","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638500","6.1.1","7454.5","","","","1"
"2018-06","Quebec","2016A000224","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638501","6.1.2","292.0","","","","1"
"2018-06","Quebec","2016A000224","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638502","6.2.1","7600.0","","","","1"
"2018-06","Quebec","2016A000224","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638503","6.2.2","292.0","","","","1"
"2018-06","Quebec","2016A000224","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638504","6.4.1","18478.0","","","","1"
"2018-06","Quebec","2016A000224","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638505","6.4.2","700.6","","","","1"
"2018-06","Quebec","2016A000224","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638506","6.5.1","274756.0","","","","1"
"2018-06","Quebec","2016A000224","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638507","6.5.2","10411.6","","","","1"
"2018-06","Quebec","2016A000224","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638508","6.6.1","56162.0","","","","1"
"2018-06","Quebec","2016A000224","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638509","6.6.2","2128.7","","","","1"
"2018-06","Quebec","2016A000224","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638510","6.7.1","215946.0","","","","1"
"2018-06","Quebec","2016A000224","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638511","6.7.2","8297.1","","","","1"
"2018-06","Quebec","2016A000224","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107638512","6.8.1","346082.0","","","","1"
"2018-06","Quebec","2016A000224","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107638513","6.8.2","13244.6","","","","1"
"2018-06","Quebec","2016A000224","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638514","6.9.1","367270.3","","","","1"
"2018-06","Quebec","2016A000224","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107638515","6.9.2","14055.4","","","","1"
"2018-06","Quebec","2016A000224","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107638516","6.10.1","21188.3","","","","1"
"2018-06","Quebec","2016A000224","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107638517","6.10.2","810.9","","","","1"
"2018-06","Ontario","2016A000235","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638518","7.1.1","7747.1","","","","1"
"2018-06","Ontario","2016A000235","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638519","7.1.2","303.5","","","","1"
"2018-06","Ontario","2016A000235","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638520","7.2.1","7789.0","","","","1"
"2018-06","Ontario","2016A000235","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638521","7.2.2","303.5","","","","1"
"2018-06","Ontario","2016A000235","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638522","7.3.1","1979114.0","","","","1"
"2018-06","Ontario","2016A000235","Imports","Gigajoules","Gigajoules","143","thousands","3","v107638523","7.3.2","77185.6","","","","1"
"2018-06","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","244225.0","","","","1"
"2018-06","Ontario","2016A000235","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638525","7.4.2","9531.3","","","","1"
"2018-06","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","787342.0","","","","1"
"2018-06","Ontario","2016A000235","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638527","7.5.2","30729.9","","","","1"
"2018-06","Ontario","2016A000235","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638528","7.6.1","242342.0","","","","1"
"2018-06","Ontario","2016A000235","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638529","7.6.2","9457.7","","","","1"
"2018-06","Ontario","2016A000235","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638530","7.7.1","139180.0","","","","1"
"2018-06","Ontario","2016A000235","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638531","7.7.2","5350.2","","","","1"
"2018-06","Ontario","2016A000235","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107638532","7.8.1","3390714.1","","","","1"
"2018-06","Ontario","2016A000235","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107638533","7.8.2","127389.1","","","","1"
"2018-06","Ontario","2016A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","4574715.3","","","","1"
"2018-06","Ontario","2016A000235","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107638535","7.9.2","172421.0","","","","1"
"2018-06","Ontario","2016A000235","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107638536","7.10.1","1184001.1","","","","1"
"2018-06","Ontario","2016A000235","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107638537","7.10.2","45031.9","","","","1"
"2018-06","Manitoba","2016A000246","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638538","8.3.1","83.0","","","","1"
"2018-06","Manitoba","2016A000246","Imports","Gigajoules","Gigajoules","143","thousands","3","v107638539","8.3.2","3.2","","","","1"
"2018-06","Manitoba","2016A000246","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638540","8.4.1","11720.0","","","","1"
"2018-06","Manitoba","2016A000246","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638541","8.4.2","451.1","","","","1"
"2018-06","Manitoba","2016A000246","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638542","8.5.1","59155.0","","","","1"
"2018-06","Manitoba","2016A000246","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638543","8.5.2","2276.9","","","","1"
"2018-06","Manitoba","2016A000246","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638544","8.6.1","21492.0","","","","1"
"2018-06","Manitoba","2016A000246","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638545","8.6.2","827.2","","","","1"
"2018-06","Manitoba","2016A000246","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638546","8.7.1","748545.0","","","","1"
"2018-06","Manitoba","2016A000246","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638547","8.7.2","28774.1","","","","1"
"2018-06","Saskatchewan","2016A000247","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638548","9.1.1","421738.5","","","","1"
"2018-06","Saskatchewan","2016A000247","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638549","9.1.2","16519.5","","","","1"
"2018-06","Saskatchewan","2016A000247","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638550","9.2.1","226627.0","","","","1"
"2018-06","Saskatchewan","2016A000247","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638551","9.2.2","8852.0","","","","1"
"2018-06","Saskatchewan","2016A000247","Imports","Cubic metres","Cubic metres","72","thousands","3","v110830902","9.3.1","0.0","","","","1"
"2018-06","Saskatchewan","2016A000247","Imports","Gigajoules","Gigajoules","143","thousands","3","v110830903","9.3.2","0.0","","","","1"
"2018-06","Saskatchewan","2016A000247","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638552","9.4.1","17078.0","","","","1"
"2018-06","Saskatchewan","2016A000247","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638553","9.4.2","670.8","","","","1"
"2018-06","Saskatchewan","2016A000247","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638554","9.5.1","473172.0","","","","1"
"2018-06","Saskatchewan","2016A000247","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638555","9.5.2","18482.1","","","","1"
"2018-06","Saskatchewan","2016A000247","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638556","9.6.1","21245.0","","","","1"
"2018-06","Saskatchewan","2016A000247","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638557","9.6.2","834.5","","","","1"
"2018-06","Saskatchewan","2016A000247","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638558","9.7.1","2297109.0","","","","1"
"2018-06","Saskatchewan","2016A000247","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638559","9.7.2","94619.9","","","","1"
"2018-06","Saskatchewan","2016A000247","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107638560","9.8.1","535974.0","","","","1"
"2018-06","Saskatchewan","2016A000247","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107638561","9.8.2","20635.0","","","","1"
"2018-06","Saskatchewan","2016A000247","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638562","9.9.1","647402.6","","","","1"
"2018-06","Saskatchewan","2016A000247","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107638563","9.9.2","24925.0","","","","1"
"2018-06","Saskatchewan","2016A000247","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107638564","9.10.1","111428.6","","","","1"
"2018-06","Saskatchewan","2016A000247","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107638565","9.10.2","4290.0","","","","1"
"2018-06","Alberta","2016A000248","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638566","10.1.1","10697739.7","","","","1"
"2018-06","Alberta","2016A000248","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638567","10.1.2","419030.5","","","","1"
"2018-06","Alberta","2016A000248","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638568","10.2.1","10088055.0","","","","1"
"2018-06","Alberta","2016A000248","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638569","10.2.2","407276.1","","","","1"
"2018-06","Alberta","2016A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","121359.0","","","","1"
"2018-06","Alberta","2016A000248","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638571","10.4.2","4742.9","","","","1"
"2018-06","Alberta","2016A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","4243524.0","","","","1"
"2018-06","Alberta","2016A000248","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638573","10.5.2","169352.7","","","","1"
"2018-06","Alberta","2016A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","110513.0","","","","1"
"2018-06","Alberta","2016A000248","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638575","10.6.2","4309.0","","","","1"
"2018-06","Alberta","2016A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","94213.0","","","","1"
"2018-06","Alberta","2016A000248","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638577","10.7.2","3794.9","","","","1"
"2018-06","Alberta","2016A000248","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107638578","10.8.1","10980580.4","","","","1"
"2018-06","Alberta","2016A000248","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107638579","10.8.2","435901.6","","","","1"
"2018-06","Alberta","2016A000248","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638580","10.9.1","11390132.9","","","","1"
"2018-06","Alberta","2016A000248","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107638581","10.9.2","452501.5","","","","1"
"2018-06","Alberta","2016A000248","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107638582","10.10.1","409552.5","","","","1"
"2018-06","Alberta","2016A000248","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107638583","10.10.2","16599.9","","","","1"
"2018-06","British Columbia","2016A000259","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638584","11.1.1","4604707.2","","","","1"
"2018-06","British Columbia","2016A000259","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638585","11.1.2","180366.4","","","","1"
"2018-06","British Columbia","2016A000259","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638586","11.2.1","3752316.0","","","","1"
"2018-06","British Columbia","2016A000259","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638587","11.2.2","154071.8","","","","1"
"2018-06","British Columbia","2016A000259","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638588","11.3.1","459.0","","","","1"
"2018-06","British Columbia","2016A000259","Imports","Gigajoules","Gigajoules","143","thousands","3","v107638589","11.3.2","19.0","","","","1"
"2018-06","British Columbia","2016A000259","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638590","11.4.1","65493.0","","","","1"
"2018-06","British Columbia","2016A000259","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638591","11.4.2","2673.5","","","","1"
"2018-06","British Columbia","2016A000259","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638592","11.5.1","428802.0","","","","1"
"2018-06","British Columbia","2016A000259","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638593","11.5.2","17662.5","","","","1"
"2018-06","British Columbia","2016A000259","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638594","11.6.1","49069.0","","","","1"
"2018-06","British Columbia","2016A000259","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638595","11.6.2","2003.2","","","","1"
"2018-06","British Columbia","2016A000259","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638596","11.7.1","2789592.0","","","","1"
"2018-06","British Columbia","2016A000259","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638597","11.7.2","111165.4","","","","1"
"2018-06","British Columbia","2016A000259","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107638598","11.8.1","896360.7","","","","1"
"2018-06","British Columbia","2016A000259","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107638599","11.8.2","35209.0","","","","1"
"2018-06","British Columbia","2016A000259","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638600","11.9.1","1135423.9","","","","1"
"2018-06","British Columbia","2016A000259","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107638601","11.9.2","45553.2","","","","1"
"2018-06","British Columbia","2016A000259","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107638602","11.10.1","239063.2","","","","1"
"2018-06","British Columbia","2016A000259","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107638603","11.10.2","10344.2","","","","1"
"2018-06","Northwest Territories","2016A000261","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638604","12.1.1","","x","","","1"
"2018-06","Northwest Territories","2016A000261","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638605","12.1.2","","x","","","1"
"2018-06","Northwest Territories","2016A000261","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638606","12.2.1","306.4","","","","1"
"2018-06","Northwest Territories","2016A000261","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638607","12.2.2","12.0","","","","1"
"2018-06","Northwest Territories","2016A000261","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v1431528921","12.4.1","138.0","","","","1"
"2018-06","Northwest Territories","2016A000261","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v1431528923","12.4.2","5.2","","","","1"
"2018-06","Northwest Territories","2016A000261","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638608","12.5.1","109.4","","","","1"
"2018-06","Northwest Territories","2016A000261","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638609","12.5.2","4.3","","","","1"
"2018-06","Northwest Territories","2016A000261","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v1431528922","12.6.1","59.0","","","","1"
"2018-06","Northwest Territories","2016A000261","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v1431528924","12.6.2","2.2","","","","1"
"2018-06","Yukon","2016A000260","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638610","13.1.1","","x","","","1"
"2018-06","Yukon","2016A000260","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638611","13.1.2","","x","","","1"
"2018-06","Yukon","2016A000260","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638612","13.2.1","0.0","","","","1"
"2018-06","Yukon","2016A000260","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638613","13.2.2","0.0","","","","1"
"2018-07","Canada","2016A000011124","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638454","1.1.1","17283554.3","","","","1"
"2018-07","Canada","2016A000011124","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638455","1.1.2","675614.1","","","","1"
"2018-07","Canada","2016A000011124","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638456","1.2.1","14854208.8","","","","1"
"2018-07","Canada","2016A000011124","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638457","1.2.2","602422.9","","","","1"
